,scene,indoor_navigable_area,outdoor_navigable_area,total_navigable_area,indoor_navigation_complexity,outdoor_navigation_complexity,total_navigation_complexity,indoor_scene_clutter,outdoor_scene_clutter,total_scene_clutter,indoor_floor_area,outdoor_floor_area,total_floor_area,dataset
37,ProcTHOR-Train-6779,348.0454752445221,0.0,348.0454752445221,26.69448981702176,0.0,26.69448981702176,3.161470557372399,0.0,3.161470557372399,423.0249911997469,0.0,423.0249911997469,ProcTHOR
38,ProcTHOR-Test-439,66.92248749732971,0.0,66.92248749732971,11.473989341620166,0.0,11.473989341620166,6.1288701543086335,0.0,6.1288701543086335,91.47000880271209,0.0,91.47000880271209,ProcTHOR
39,ProcTHOR-Train-7148,44.83250427246094,0.0,44.83250427246094,2.355747000948605,0.0,2.355747000948605,4.035050749584437,0.0,4.035050749584437,56.55375587433562,0.0,56.55375587433562,ProcTHOR
40,ProcTHOR-Train-6784,268.7958278656006,0.0,268.7958278656006,20.32312124411484,0.0,20.32312124411484,4.097918205717249,0.0,4.097918205717249,347.795010508895,0.0,347.795010508895,ProcTHOR
41,ProcTHOR-Val-947,46.73572540283203,0.0,46.73572540283203,4.358173969565906,0.0,4.358173969565906,5.373826980729097,0.0,5.373826980729097,56.84250207662576,0.0,56.84250207662576,ProcTHOR
42,ProcTHOR-Train-1618,128.06470584869385,0.0,128.06470584869385,10.341498099972586,0.0,10.341498099972586,4.8519873806497245,0.0,4.8519873806497245,156.04000473976123,0.0,156.04000473976123,ProcTHOR
43,ProcTHOR-Test-997,33.60125112533569,0.0,33.60125112533569,5.189420761159593,0.0,5.189420761159593,5.283637933829576,0.0,5.283637933829576,50.04374917447562,0.0,50.04374917447562,ProcTHOR
44,ProcTHOR-Test-713,86.51248168945312,0.0,86.51248168945312,15.734717948583867,0.0,15.734717948583867,5.095932317163495,0.0,5.095932317163495,113.27249557688816,0.0,113.27249557688816,ProcTHOR
45,ProcTHOR-Train-6984,111.7199935913086,0.0,111.7199935913086,15.61903817762436,0.0,15.61903817762436,4.573154859215838,0.0,4.573154859215838,139.58750894106933,0.0,139.58750894106933,ProcTHOR
46,ProcTHOR-Train-119,38.15875244140625,0.0,38.15875244140625,3.877570178191279,0.0,3.877570178191279,4.355095936322272,0.0,4.355095936322272,47.26000180631879,0.0,47.26000180631879,ProcTHOR
47,ProcTHOR-Train-1613,89.13468527793884,0.0,89.13468527793884,17.787475251705406,0.0,17.787475251705406,5.890801348203724,0.0,5.890801348203724,136.57749972104992,0.0,136.57749972104992,ProcTHOR
48,ProcTHOR-Train-4314,67.6887469291687,0.0,67.6887469291687,14.30656025163508,0.0,14.30656025163508,6.683337791415578,0.0,6.683337791415578,100.30875837564491,0.0,100.30875837564491,ProcTHOR
49,ProcTHOR-Val-810,16.983749389648438,0.0,16.983749389648438,1.3641233670560444,0.0,1.3641233670560444,3.028987690548587,0.0,3.028987690548587,20.49500020548701,0.0,20.49500020548701,ProcTHOR
50,ProcTHOR-Train-5572,101.332582116127,0.0,101.332582116127,20.107307563335777,0.0,20.107307563335777,5.401871268434222,0.0,5.401871268434222,123.5087613983456,0.0,123.5087613983456,ProcTHOR
51,ProcTHOR-Test-311,47.48250484466553,0.0,47.48250484466553,3.389858775705749,0.0,3.389858775705749,4.06193545936421,0.0,4.06193545936421,55.4624990489334,0.0,55.4624990489334,ProcTHOR
52,ProcTHOR-Train-6167,58.78750228881836,0.0,58.78750228881836,8.36272610461292,0.0,8.36272610461292,6.216837262560167,0.0,6.216837262560167,80.45500871062306,0.0,80.45500871062306,ProcTHOR
53,ProcTHOR-Train-688,196.3915560245514,0.0,196.3915560245514,24.410515728884064,0.0,24.410515728884064,4.813907628450275,0.0,4.813907628450275,271.03125346899014,0.0,271.03125346899014,ProcTHOR
54,ProcTHOR-Train-3616,63.3640820980072,0.0,63.3640820980072,10.62863821125183,0.0,10.62863821125183,5.893606466054251,0.0,5.893606466054251,99.43000683307662,0.0,99.43000683307662,ProcTHOR
55,ProcTHOR-Train-8362,178.30161142349243,0.0,178.30161142349243,27.689608940714194,0.0,27.689608940714194,5.148503017461609,0.0,5.148503017461609,238.14001773357444,0.0,238.14001773357444,ProcTHOR
56,ProcTHOR-Train-6261,46.90974700450897,0.0,46.90974700450897,10.025820853604651,0.0,10.025820853604651,8.376926922728133,0.0,8.376926922728133,75.88250453948969,0.0,75.88250453948969,ProcTHOR
57,ProcTHOR-Test-154,13.58625030517578,0.0,13.58625030517578,3.922155628925381,0.0,3.922155628925381,5.498441842176616,0.0,5.498441842176616,18.10624925047164,0.0,18.10624925047164,ProcTHOR
58,ProcTHOR-Train-6925,23.92125129699707,0.0,23.92125129699707,1.3327828454738595,0.0,1.3327828454738595,4.792711308770636,0.0,4.792711308770636,25.956250403448905,0.0,25.956250403448905,ProcTHOR
59,ProcTHOR-Train-4340,76.63746666908264,0.0,76.63746666908264,15.828418609605857,0.0,15.828418609605857,6.000995724679288,0.0,6.000995724679288,102.5049951872603,0.0,102.5049951872603,ProcTHOR
60,ProcTHOR-Train-3082,80.01999187469482,0.0,80.01999187469482,11.458822121270492,0.0,11.458822121270492,5.889987902720271,0.0,5.889987902720271,101.68000459641232,0.0,101.68000459641232,ProcTHOR
61,ProcTHOR-Test-706,123.58484506607056,0.0,123.58484506607056,15.968083801419214,0.0,15.968083801419214,4.159303041024277,0.0,4.159303041024277,168.57126294136106,0.0,168.57126294136106,ProcTHOR
62,ProcTHOR-Train-6476,42.02375030517578,0.0,42.02375030517578,13.110952534717017,0.0,13.110952534717017,9.379882676997465,0.0,9.379882676997465,63.70250039458267,0.0,63.70250039458267,ProcTHOR
63,ProcTHOR-Train-6116,33.79135608673096,0.0,33.79135608673096,3.588059463271679,0.0,3.588059463271679,5.379963183611104,0.0,5.379963183611104,37.93249952152373,0.0,37.93249952152373,ProcTHOR
64,ProcTHOR-Train-4621,25.598578453063965,0.0,25.598578453063965,3.53768799410598,0.0,3.53768799410598,6.635008802818727,0.0,6.635008802818727,30.36625125125053,0.0,30.36625125125053,ProcTHOR
65,ProcTHOR-Train-9671,113.45233917236328,0.0,113.45233917236328,5.581199983254828,0.0,5.581199983254828,5.557411741788042,0.0,5.557411741788042,146.0687534034251,0.0,146.0687534034251,ProcTHOR
66,ProcTHOR-Train-9297,110.05775356292725,0.0,110.05775356292725,16.925168210824147,0.0,16.925168210824147,5.6714894418412,0.0,5.6714894418412,162.77876167163288,0.0,162.77876167163288,ProcTHOR
67,ProcTHOR-Val-935,89.45591020584106,0.0,89.45591020584106,14.002056877761476,0.0,14.002056877761476,5.066149541265342,0.0,5.066149541265342,129.9912609958651,0.0,129.9912609958651,ProcTHOR
68,ProcTHOR-Train-8922,22.13875198364257,0.0,22.13875198364257,5.69184437638486,0.0,5.69184437638486,9.334654930024891,0.0,9.334654930024891,30.23000446826238,0.0,30.23000446826238,ProcTHOR
69,ProcTHOR-Train-742,78.75426006317139,0.0,78.75426006317139,12.072129367100176,0.0,12.072129367100176,6.097995175026927,0.0,6.097995175026927,118.35374645829172,0.0,118.35374645829172,ProcTHOR
70,ProcTHOR-Train-2688,229.1774752140045,0.0,229.1774752140045,18.71910075329281,0.0,18.71910075329281,5.017923530614828,0.0,5.017923530614828,276.19375447072053,0.0,276.19375447072053,ProcTHOR
71,ProcTHOR-Train-5220,61.30141115188599,0.0,61.30141115188599,6.713939640180731,0.0,6.713939640180731,5.945510868553556,0.0,5.945510868553556,90.07750842854398,0.0,90.07750842854398,ProcTHOR
72,ProcTHOR-Train-8361,88.36138796806335,0.0,88.36138796806335,7.433984802570746,0.0,7.433984802570746,5.024843855597372,0.0,5.024843855597372,106.85251669347326,0.0,106.85251669347326,ProcTHOR
73,ProcTHOR-Train-8493,65.71845030784607,0.0,65.71845030784607,5.6513841308657815,0.0,5.6513841308657815,4.772958948446315,0.0,4.772958948446315,78.81750287942592,0.0,78.81750287942592,ProcTHOR
74,ProcTHOR-Train-286,48.20787930488586,0.0,48.20787930488586,2.5803660086133857,0.0,2.5803660086133857,4.589065007387985,0.0,4.589065007387985,60.01874838992954,0.0,60.01874838992954,ProcTHOR
75,ProcTHOR-Train-3533,185.57383239269257,0.0,185.57383239269257,23.020262178217667,0.0,23.020262178217667,3.463406601158388,0.0,3.463406601158388,248.872509207725,0.0,248.872509207725,ProcTHOR
76,ProcTHOR-Train-6204,37.78641104698181,0.0,37.78641104698181,2.1303414419041813,0.0,2.1303414419041813,5.437071535092712,0.0,5.437071535092712,54.48124965131288,0.0,54.48124965131288,ProcTHOR
77,ProcTHOR-Train-672,109.30323684215546,0.0,109.30323684215546,17.245155804705583,0.0,17.245155804705583,6.617927337439248,0.0,6.617927337439248,160.3675002288818,0.0,160.3675002288818,ProcTHOR
78,ProcTHOR-Train-1623,90.10724020004272,0.0,90.10724020004272,7.905921561236772,0.0,7.905921561236772,5.557614813295225,0.0,5.557614813295225,126.25251144602922,0.0,126.25251144602922,ProcTHOR
79,ProcTHOR-Train-148,63.742923736572266,0.0,63.742923736572266,14.503622807960024,0.0,14.503622807960024,6.11571907304691,0.0,6.11571907304691,94.4425017219782,0.0,94.4425017219782,ProcTHOR
80,ProcTHOR-Train-2279,73.55500113964081,0.0,73.55500113964081,7.083745204314159,0.0,7.083745204314159,2.7268533820904124,0.0,2.7268533820904124,85.59250420749188,0.0,85.59250420749188,ProcTHOR
81,ProcTHOR-Train-8933,30.705001831054688,0.0,30.705001831054688,1.3298624065135467,0.0,1.3298624065135467,2.810096353954292,0.0,2.810096353954292,34.99000221960252,0.0,34.99000221960252,ProcTHOR
82,ProcTHOR-Train-6768,11.722500562667848,0.0,11.722500562667848,2.589260994793662,0.0,2.589260994793662,7.087765723600653,0.0,7.087765723600653,21.266250553130984,0.0,21.266250553130984,ProcTHOR
83,ProcTHOR-Train-1762,13.562500953674316,0.0,13.562500953674316,7.394284769282095,0.0,7.394284769282095,13.182758046738826,0.0,13.182758046738826,23.063751472458254,0.0,23.063751472458254,ProcTHOR
84,ProcTHOR-Train-1954,48.946388483047485,0.0,48.946388483047485,9.316242580270677,0.0,9.316242580270677,5.186391280325934,0.0,5.186391280325934,64.75625338405364,0.0,64.75625338405364,ProcTHOR
85,ProcTHOR-Train-2390,70.6471539735794,0.0,70.6471539735794,14.374594170722164,0.0,14.374594170722164,7.477695566438934,0.0,7.477695566438934,100.50249799065296,0.0,100.50249799065296,ProcTHOR
86,ProcTHOR-Train-4334,94.15313136577606,0.0,94.15313136577606,17.03798145262239,0.0,17.03798145262239,4.029318720287807,0.0,4.029318720287807,111.02500438094134,0.0,111.02500438094134,ProcTHOR
87,ProcTHOR-Train-8250,94.80095791816711,0.0,94.80095791816711,12.468757767089896,0.0,12.468757767089896,6.839341709179041,0.0,6.839341709179041,144.98999881505935,0.0,144.98999881505935,ProcTHOR
88,ProcTHOR-Train-5478,76.20994544029236,0.0,76.20994544029236,15.286575368045527,0.0,15.286575368045527,5.841481265883304,0.0,5.841481265883304,94.04249872088438,0.0,94.04249872088438,ProcTHOR
89,ProcTHOR-Train-1731,62.18375396728516,0.0,62.18375396728516,8.596211017920549,0.0,8.596211017920549,6.761115509426429,0.0,6.761115509426429,106.55375285089008,0.0,106.55375285089008,ProcTHOR
90,ProcTHOR-Train-7765,23.549594163894653,0.0,23.549594163894653,2.995422457094495,0.0,2.995422457094495,6.285268321720465,0.0,6.285268321720465,28.9450002539158,0.0,28.9450002539158,ProcTHOR
91,ProcTHOR-Train-5199,125.37397599220276,0.0,125.37397599220276,21.79129542356705,0.0,21.79129542356705,6.73082052740746,0.0,6.73082052740746,183.528748010993,0.0,183.528748010993,ProcTHOR
92,ProcTHOR-Train-8188,17.64000129699707,0.0,17.64000129699707,3.553023098803304,0.0,3.553023098803304,6.781316990475996,0.0,6.781316990475996,22.637501131743203,0.0,22.637501131743203,ProcTHOR
93,ProcTHOR-Train-8618,73.10199928283691,0.0,73.10199928283691,12.960482943060214,0.0,12.960482943060214,5.316158249462614,0.0,5.316158249462614,103.08125167787064,0.0,103.08125167787064,ProcTHOR
94,ProcTHOR-Train-1166,58.9800044298172,0.0,58.9800044298172,10.479760187471175,0.0,10.479760187471175,8.267501697220384,0.0,8.267501697220384,87.09125935971758,0.0,87.09125935971758,ProcTHOR
95,ProcTHOR-Train-9931,72.58470940589905,0.0,72.58470940589905,13.01114140413275,0.0,13.01114140413275,5.847056543440544,0.0,5.847056543440544,123.10749596498894,0.0,123.10749596498894,ProcTHOR
96,ProcTHOR-Train-377,83.18606173992157,0.0,83.18606173992157,14.42396904916077,0.0,14.42396904916077,4.8263487360985895,0.0,4.8263487360985895,116.18751569986392,0.0,116.18751569986392,ProcTHOR
97,ProcTHOR-Train-2475,84.36699831485748,0.0,84.36699831485748,11.976928892220435,0.0,11.976928892220435,4.49101102689731,0.0,4.49101102689731,105.2924974967538,0.0,105.2924974967538,ProcTHOR
98,ProcTHOR-Train-1328,37.20736169815064,0.0,37.20736169815064,3.565688104791645,0.0,3.565688104791645,6.727888929275389,0.0,6.727888929275389,52.30375096961852,0.0,52.30375096961852,ProcTHOR
99,ProcTHOR-Train-1209,38.660168409347534,0.0,38.660168409347534,9.68670817744392,0.0,9.68670817744392,9.357930035364358,0.0,9.357930035364358,61.62625436626384,0.0,61.62625436626384,ProcTHOR
100,ProcTHOR-Val-311,74.19748902320862,0.0,74.19748902320862,21.139598284922897,0.0,21.139598284922897,6.926490939457557,0.0,6.926490939457557,106.12625800848014,0.0,106.12625800848014,ProcTHOR
101,ProcTHOR-Train-6216,54.07680535316467,0.0,54.07680535316467,13.427871935955537,0.0,13.427871935955537,6.844778148753281,0.0,6.844778148753281,74.08001272201591,0.0,74.08001272201591,ProcTHOR
102,ProcTHOR-Train-3562,157.56936621665955,0.0,157.56936621665955,17.007398066716895,0.0,17.007398066716895,5.338958188372792,0.0,5.338958188372792,215.107510049194,0.0,215.107510049194,ProcTHOR
103,ProcTHOR-Train-6422,54.930349707603455,0.0,54.930349707603455,1.936431847319848,0.0,1.936431847319848,2.7003447350168885,0.0,2.7003447350168885,62.46250533610603,0.0,62.46250533610603,ProcTHOR
104,ProcTHOR-Test-168,124.514582157135,0.0,124.514582157135,21.10756695460494,0.0,21.10756695460494,5.179912835966126,0.0,5.179912835966126,169.7700057196621,0.0,169.7700057196621,ProcTHOR
105,ProcTHOR-Train-682,63.04375636577606,0.0,63.04375636577606,11.541236770455765,0.0,11.541236770455765,6.078060097042012,0.0,6.078060097042012,87.03625221669665,0.0,87.03625221669665,ProcTHOR
106,ProcTHOR-Train-9314,60.7527391910553,0.0,60.7527391910553,9.461367506583407,0.0,9.461367506583407,6.456719163535839,0.0,6.456719163535839,92.9462570669503,0.0,92.9462570669503,ProcTHOR
107,ProcTHOR-Train-2709,146.0452651977539,0.0,146.0452651977539,20.412232384212192,0.0,20.412232384212192,4.808362729063132,0.0,4.808362729063132,203.4550129559636,0.0,203.4550129559636,ProcTHOR
108,ProcTHOR-Train-4643,13.44124984741211,0.0,13.44124984741211,6.6234480581927,0.0,6.6234480581927,8.491113448838494,0.0,8.491113448838494,16.950000141561013,0.0,16.950000141561013,ProcTHOR
109,ProcTHOR-Train-9563,230.2813510894776,0.0,230.2813510894776,19.319563065806545,0.0,19.319563065806545,4.1290853061486095,0.0,4.1290853061486095,312.3187543988224,0.0,312.3187543988224,ProcTHOR
110,ProcTHOR-Train-7819,75.76999509334564,0.0,75.76999509334564,10.98856897492098,0.0,10.98856897492098,4.801569660661706,0.0,4.801569660661706,101.07750612184428,0.0,101.07750612184428,ProcTHOR
111,ProcTHOR-Train-4686,41.07250595092773,0.0,41.07250595092773,5.696886358778115,0.0,5.696886358778115,4.3869515730588295,0.0,4.3869515730588295,51.56500435009609,0.0,51.56500435009609,ProcTHOR
112,ProcTHOR-Train-2952,56.94626235961914,0.0,56.94626235961914,4.916716486355383,0.0,4.916716486355383,5.3042646527895725,0.0,5.3042646527895725,85.28250331759463,0.0,85.28250331759463,ProcTHOR
113,ProcTHOR-Train-4228,96.3649755716324,0.0,96.3649755716324,14.056024394878198,0.0,14.056024394878198,6.33144982708608,0.0,6.33144982708608,124.82875921368613,0.0,124.82875921368613,ProcTHOR
114,ProcTHOR-Train-7055,82.21823251247406,0.0,82.21823251247406,7.694732082251278,0.0,7.694732082251278,5.503736093375961,0.0,5.503736093375961,103.777508032918,0.0,103.777508032918,ProcTHOR
115,ProcTHOR-Train-9723,10.769936084747314,0.0,10.769936084747314,2.044633681171032,0.0,2.044633681171032,14.972936504270978,0.0,14.972936504270978,22.471250686645472,0.0,22.471250686645472,ProcTHOR
116,ProcTHOR-Train-5688,87.42762553691864,0.0,87.42762553691864,5.210600992003452,0.0,5.210600992003452,5.076029875848606,0.0,5.076029875848606,114.26750798270122,0.0,114.26750798270122,ProcTHOR
117,ProcTHOR-Train-2902,31.236248016357425,0.0,31.236248016357425,4.820359097081062,0.0,4.820359097081062,6.500332101761642,0.0,6.500332101761642,42.903748017325846,0.0,42.903748017325846,ProcTHOR
118,ProcTHOR-Train-9371,21.53518962860108,0.0,21.53518962860108,2.793160658371841,0.0,2.793160658371841,7.382747571985879,0.0,7.382747571985879,29.019999598264683,0.0,29.019999598264683,ProcTHOR
119,ProcTHOR-Train-5182,30.395004272460938,0.0,30.395004272460938,3.1709992254018795,0.0,3.1709992254018795,6.306481079888242,0.0,6.306481079888242,39.43875254124407,0.0,39.43875254124407,ProcTHOR
120,ProcTHOR-Train-586,35.243163108825684,0.0,35.243163108825684,5.846304558463895,0.0,5.846304558463895,7.3967115242992465,0.0,7.3967115242992465,57.69000370264061,0.0,57.69000370264061,ProcTHOR
121,ProcTHOR-Train-3169,79.47168564796448,0.0,79.47168564796448,11.556613556824852,0.0,11.556613556824852,4.968583662886198,0.0,4.968583662886198,108.39750481486313,0.0,108.39750481486313,ProcTHOR
122,ProcTHOR-Train-2315,33.20027208328247,0.0,33.20027208328247,4.311911782080575,0.0,4.311911782080575,6.252430423225766,0.0,6.252430423225766,39.3712514153123,0.0,39.3712514153123,ProcTHOR
123,ProcTHOR-Train-1869,41.59124493598938,0.0,41.59124493598938,5.2779691331781775,0.0,5.2779691331781775,5.148579904630124,0.0,5.148579904630124,66.07624871462583,0.0,66.07624871462583,ProcTHOR
124,ProcTHOR-Test-666,105.67564058303832,0.0,105.67564058303832,18.76213852780205,0.0,18.76213852780205,5.428965030651475,0.0,5.428965030651475,138.8287631453577,0.0,138.8287631453577,ProcTHOR
125,ProcTHOR-Train-629,97.46250247955322,0.0,97.46250247955322,22.32329459332993,0.0,22.32329459332993,4.485658771076223,0.0,4.485658771076223,125.34125530362128,0.0,125.34125530362128,ProcTHOR
126,ProcTHOR-Train-6426,102.50751495361328,0.0,102.50751495361328,10.201847574940556,0.0,10.201847574940556,5.399662692505525,0.0,5.399662692505525,149.56750340171138,0.0,149.56750340171138,ProcTHOR
127,ProcTHOR-Train-6656,109.99054074287416,0.0,109.99054074287416,10.390085292257243,0.0,10.390085292257243,5.9188433792795365,0.0,5.9188433792795365,157.70375584602306,0.0,157.70375584602306,ProcTHOR
128,ProcTHOR-Train-2410,18.91625022888184,0.0,18.91625022888184,3.696911118168754,0.0,3.696911118168754,5.948358955942907,0.0,5.948358955942907,26.902500026524088,0.0,26.902500026524088,ProcTHOR
129,ProcTHOR-Train-8245,72.28463232517242,0.0,72.28463232517242,12.129036585176388,0.0,12.129036585176388,4.550322853653111,0.0,4.550322853653111,91.1462512312823,0.0,91.1462512312823,ProcTHOR
130,ProcTHOR-Train-737,328.13791966438293,0.0,328.13791966438293,16.882833054211602,0.0,16.882833054211602,3.241059768949474,0.0,3.241059768949474,403.62877462744734,0.0,403.62877462744734,ProcTHOR
131,ProcTHOR-Train-6462,65.17366111278534,0.0,65.17366111278534,6.925046984030519,0.0,6.925046984030519,4.982046543366665,0.0,4.982046543366665,81.6437566339971,0.0,81.6437566339971,ProcTHOR
